,movieId,title,rating,userId
4,85572,"New Daughter, The (2009)",,160779
5,91094,"Muppets, The (2011)",,160779
6,95026,Exporting Raymond (2010),,160779
7,95595,Bela Kiss: Prologue (2013),,160779
8,101210,"Silence, The (Das letzte Schweigen) (2010)",,160779
9,154210,The chosen (2006),,160779
0,40815,Harry Potter and the Goblet of Fire (2005),,206330
1,42015,Casanova (2005),,206330
2,60887,Blindsight (2006),,206330
3,69278,Land of the Lost (2009),,206330
4,73431,"Maiden Heist, The (2009)",,206330
5,84525,Virus X (2010),,206330
6,104361,Ain't Them Bodies Saints (2013),,206330
7,110375,Bond Girls Are Forever (2002),,206330
8,126387,Modris (2014),,206330
9,162662,Hockney (2014),,206330
0,2593,"Monster, The (Mostro, Il) (1994)",,143407
1,4298,Rififi (Du rififi chez les hommes) (1955),,143407
2,5021,Murder by Death (1976),,143407
3,6806,Time and Tide (Seunlau Ngaklau) (2000),,143407
4,27444,Vacuuming Completely Nude in Paradise (2001),,143407
5,50942,"Wake Up, Ron Burgundy (2004)",,143407
6,124352,I Was Monty's Double (1958),,143407
7,136966,Murder Without Motive: The Edmund Perry Story (1992),,143407
8,137078,Stranger in My House (1999),,143407
9,153891,Herbstmilch (1989),,143407
0,50,"Usual Suspects, The (1995)",,139603
1,364,"Lion King, The (1994)",,139603
2,894,Liebelei (1933),,139603
3,2439,Affliction (1997),,139603
4,2548,"Rage: Carrie 2, The (1999)",,139603
5,2827,"Astronaut's Wife, The (1999)",,139603
6,3958,Billy Jack Goes to Washington (1977),,139603
7,6497,Is Paris Burning? (Paris brûle-t-il?) (1966),,139603
8,27077,Thick as Thieves (1999),,139603
9,56174,I Am Legend (2007),,139603
0,2,Jumanji (1995),,142731
1,6,Heat (1995),,142731
2,50,"Usual Suspects, The (1995)",,142731
3,1193,One Flew Over the Cuckoo's Nest (1975),,142731
4,1213,Goodfellas (1990),,142731
5,1219,Psycho (1960),,142731
6,1222,Full Metal Jacket (1987),,142731
7,3948,Meet the Parents (2000),,142731
0,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",,102032
1,50942,"Wake Up, Ron Burgundy (2004)",,102032
2,54378,Man's Job (Miehen työ) (2007),,102032
3,59549,Shelter (2007),,102032
4,59607,King Corn (2007),,102032
5,72171,Black Dynamite (2009),,102032
6,72764,Transylmania (2009),,102032
7,78247,"Drawn Together Movie: The Movie!, The (2010)",,102032
8,80094,"Last Exorcism, The (2010)",,102032
9,164765,Love Finds You In Sugarcreek (2014),,102032
0,1037,"Lawnmower Man, The (1992)",,138418
1,1609,187 (One Eight Seven) (1997),,138418
2,4499,Dirty Rotten Scoundrels (1988),,138418
3,4934,"Exterminator, The (1980)",,138418
4,6628,Hot Dog... The Movie (1984),,138418
5,7122,King of Hearts (1966),,138418
6,7618,Chaplin (1992),,138418
7,118734,Zorro (1975),,138418
8,120879,Soap and Water (1983),,138418
9,125119,Johnny Cool (1963),,138418
0,168,First Knight (1995),,137008
1,1245,Miller's Crossing (1990),,137008
2,2841,Stir of Echoes (1999),,137008
3,3910,Dancer in the Dark (2000),,137008
4,3986,"6th Day, The (2000)",,137008
5,7387,Dawn of the Dead (1978),,137008
6,7388,"Brother Sun, Sister Moon (Fratello sole, sorella luna) (1972)",,137008
7,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),,137008
8,83538,"Léon Morin, Priest (Léon Morin, prêtre) (1961)",,137008
0,1200,Aliens (1986),,142224
1,1206,"Clockwork Orange, A (1971)",,142224
2,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",,142224
3,1248,Touch of Evil (1958),,142224
4,2167,Blade (1998),,142224
5,5816,Harry Potter and the Chamber of Secrets (2002),,142224
6,7022,Battle Royale (Batoru rowaiaru) (2000),,142224
7,34206,Crippled Masters (Tian can di que) (1979),,142224
8,40815,Harry Potter and the Goblet of Fire (2005),,142224
0,768,Someone Else's America (1995),,148537
1,1655,Phantoms (1998),,148537
2,4848,Mulholland Drive (2001),,148537
3,8772,"Spy Who Came in from the Cold, The (1965)",,148537
4,34206,Crippled Masters (Tian can di que) (1979),,148537
5,40581,Just Friends (2005),,148537
6,54999,Shoot 'Em Up (2007),,148537
7,73266,Youth in Revolt (2009),,148537
8,84100,Throw Down (Yau doh lung fu bong) (2004),,148537
9,139813,Sand Castles (2014),,148537
0,3584,Breathless (1983),3.0,123593
1,6574,Eve of Destruction (1991),,123593
2,8772,"Spy Who Came in from the Cold, The (1965)",4.5,123593
3,34464,Christmas in August (Palwolui Christmas) (1998),,123593
4,121417,Scorned (1994),,123593
5,123326,The Man From The Alamo (1953),,123593
6,129721,Chiedimi se sono felice (2000),,123593
7,135673,Macaroni (1985),,123593
8,140799,Truck Turner (1974),,123593
9,157424,Because They're Young (1960),,123593
0,27702,Sniper 2 (2002),,150626
1,52224,Turn of Faith (2002),,150626
2,54331,You Kill Me (2007),,150626
3,73431,"Maiden Heist, The (2009)",,150626
4,74431,Takva: A Man's Fear of God (2006),,150626
5,88697,SUBWAYStories: Tales from the Underground (1997),,150626
6,101262,Geek Charming (2011),,150626
7,110352,Survival Island (Three) (2005),,150626
8,114459,White Bird in a Blizzard (2014),,150626
9,150258,Jane Got a Gun (2015),,150626
0,2971,All That Jazz (1979),,146831
1,4934,"Exterminator, The (1980)",,146831
2,5407,"Bûche, La (1999)",,146831
3,8669,Stay Hungry (1976),,146831
4,40815,Harry Potter and the Goblet of Fire (2005),,146831
5,50942,"Wake Up, Ron Burgundy (2004)",,146831
6,80094,"Last Exorcism, The (2010)",,146831
7,97184,588 Rue Paradis (Mother) (1992),,146831
8,162414,Moonlight,,146831
9,164230,Money Play$ (1998),,146831
0,6593,Freaky Friday (2003),,143169
1,7450,Laws of Attraction (2004),,143169
2,27444,Vacuuming Completely Nude in Paradise (2001),,143169
3,54378,Man's Job (Miehen työ) (2007),,143169
4,67799,The Butterfly Effect 3: Revelations (2009),,143169
5,77259,Circle of Eight (2009),,143169
6,84525,Virus X (2010),,143169
7,84794,What Is It? (2005),,143169
8,136666,Search Party (2014),,143169
9,160770,Traded (2016),,143169
0,2,Jumanji (1995),2.0,142702
1,1059,William Shakespeare's Romeo + Juliet (1996),,142702
2,1213,Goodfellas (1990),5.0,142702
3,1653,Gattaca (1997),3.5,142702
4,1840,He Got Game (1998),,142702
5,2273,Rush Hour (1998),2.0,142702
6,2997,Being John Malkovich (1999),4.0,142702
7,3948,Meet the Parents (2000),1.5,142702
8,7387,Dawn of the Dead (1978),,142702
0,1037,"Lawnmower Man, The (1992)",,106656
1,1713,Mouse Hunt (1997),,106656
2,2005,"Goonies, The (1985)",,106656
3,2008,"This World, Then the Fireworks (1997)",,106656
4,2171,Next Stop Wonderland (1998),,106656
5,2266,"Butcher's Wife, The (1991)",,106656
6,26399,Five Deadly Venoms (1978),,106656
7,90203,Tony Arzenta (No Way Out) (Big Guns) (1973),,106656
8,133792,The Designated Victim (1971),,106656
9,157424,Because They're Young (1960),,106656
0,4446,Final Fantasy: The Spirits Within (2001),,126843
1,4851,Things Behind the Sun (2001),,126843
2,5094,Rollerball (2002),,126843
3,46919,End of the Spear (2005),,126843
4,65142,Loft (2008),,126843
5,80430,Palermo Shooting (2008),,126843
6,110433,Möbius (2013),,126843
7,114494,Who Am I (Kein System Ist Sicher) (2014),,126843
8,151967,Pyaar Tune Kya Kiya,,126843
9,152336,Piranha Sharks (2014),,126843
0,2,Jumanji (1995),,130730
1,589,Terminator 2: Judgment Day (1991),,130730
2,592,Batman (1989),,130730
3,899,Singin' in the Rain (1952),,130730
4,908,North by Northwest (1959),,130730
5,926,All About Eve (1950),,130730
6,1059,William Shakespeare's Romeo + Juliet (1996),,130730
7,1101,Top Gun (1986),,130730
8,3752,"Me, Myself & Irene (2000)",,130730
9,3948,Meet the Parents (2000),,130730
0,7618,Chaplin (1992),,106496
1,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",,106496
2,50942,"Wake Up, Ron Burgundy (2004)",,106496
3,60887,Blindsight (2006),,106496
4,65142,Loft (2008),,106496
5,66330,Fireflies in the Garden (2008),,106496
6,80430,Palermo Shooting (2008),,106496
7,110433,Möbius (2013),,106496
8,130574,Something Wicked (2014),,106496
0,10,GoldenEye (1995),,140734
1,541,Blade Runner (1982),,140734
2,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),,140734
3,1193,One Flew Over the Cuckoo's Nest (1975),3.0,140734
4,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",,140734
5,1682,"Truman Show, The (1998)",4.0,140734
6,1784,As Good as It Gets (1997),,140734
7,2167,Blade (1998),,140734
8,2329,American History X (1998),,140734
9,2890,Three Kings (1999),,140734
0,4809,Silkwood (1983),,145949
1,7142,Honey (2003),,145949
2,7618,Chaplin (1992),,145949
3,7771,Zorba the Greek (Alexis Zorbas) (1964),,145949
4,27444,Vacuuming Completely Nude in Paradise (2001),,145949
5,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",,145949
6,69429,Home from the Hill (1960),,145949
7,85572,"New Daughter, The (2009)",,145949
8,97184,588 Rue Paradis (Mother) (1992),,145949
9,134921,A Year in Burgundy (2013),,145949
0,3103,Stanley & Iris (1990),,139035
1,4493,Critters 2: The Main Course (1988),,139035
2,6497,Is Paris Burning? (Paris brûle-t-il?) (1966),,139035
3,8772,"Spy Who Came in from the Cold, The (1965)",4.0,139035
4,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),4.0,139035
5,26792,Sidekicks (1992),,139035
6,34206,Crippled Masters (Tian can di que) (1979),,139035
7,103380,A Coming-Out Party (1961),,139035
8,164230,Money Play$ (1998),,139035
0,303,"Quick and the Dead, The (1995)",,138052
1,1029,Dumbo (1941),,138052
2,2018,Bambi (1942),2.5,138052
3,4214,Revenge of the Nerds (1984),,138052
4,25948,Yellow Sky (1948),,138052
5,45170,Mata Hari (1931),,138052
6,82017,"Viking, The (1928)",,138052
7,103380,A Coming-Out Party (1961),,138052
8,106672,Club Fed (1990),,138052
9,131206,Calling Dr. Kildare (1939),,138052
0,215,Before Sunrise (1995),,108685
1,589,Terminator 2: Judgment Day (1991),,108685
2,1200,Aliens (1986),,108685
3,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",,108685
4,1653,Gattaca (1997),,108685
5,1682,"Truman Show, The (1998)",,108685
6,2167,Blade (1998),,108685
7,2329,American History X (1998),,108685
8,2997,Being John Malkovich (1999),,108685
9,32735,Arabian Nights (Il fiore delle mille e una notte) (1974),,108685
0,4367,Lara Croft: Tomb Raider (2001),,151088
1,6057,Biker Boyz (2003),,151088
2,8528,Dodgeball: A True Underdog Story (2004),,151088
3,40815,Harry Potter and the Goblet of Fire (2005),,151088
4,76251,Kick-Ass (2010),,151088
5,88977,Loose Cannons (Mine vaganti) (2010),,151088
6,119571,Teenage Dirtbag (2009),,151088
7,151967,Pyaar Tune Kya Kiya,,151088
8,155796,Confession of a Child of the Century (2012),,151088
9,165441,American Pastoral (2016),,151088
0,7450,Laws of Attraction (2004),,145014
1,42015,Casanova (2005),,145014
2,50942,"Wake Up, Ron Burgundy (2004)",,145014
3,54378,Man's Job (Miehen työ) (2007),,145014
4,58434,"Little Trip to Heaven, A (2005)",,145014
5,59549,Shelter (2007),,145014
6,60887,Blindsight (2006),,145014
7,80094,"Last Exorcism, The (2010)",,145014
8,83525,Outrage (Autoreiji) (2010),,145014
9,130574,Something Wicked (2014),,145014
0,1840,He Got Game (1998),,142711
1,2320,Apt Pupil (1998),,142711
2,3461,Lord of the Flies (1963),,142711
3,5021,Murder by Death (1976),,142711
4,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),,142711
5,6817,"White Hunter, Black Heart (1990)",,142711
6,8126,Shock Corridor (1963),,142711
7,89114,"Last Frontier, The (1955)",,142711
8,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,142711
9,124352,I Was Monty's Double (1958),,142711
0,1185,My Left Foot (1989),,133340
1,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",,133340
2,3930,"Creature from the Black Lagoon, The (1954)",,133340
3,6464,Good Burger (1997),,133340
4,34206,Crippled Masters (Tian can di que) (1979),,133340
5,83538,"Léon Morin, Priest (Léon Morin, prêtre) (1961)",,133340
6,106672,Club Fed (1990),,133340
7,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,133340
8,109450,News from Home (1977),,133340
9,164230,Money Play$ (1998),,133340
0,168,First Knight (1995),1.5,115060
1,1037,"Lawnmower Man, The (1992)",,115060
2,1248,Touch of Evil (1958),3.5,115060
3,1655,Phantoms (1998),,115060
4,4499,Dirty Rotten Scoundrels (1988),,115060
5,4934,"Exterminator, The (1980)",,115060
6,5114,"Bad and the Beautiful, The (1952)",,115060
7,5925,"Beast Within, The (1982)",,115060
8,7122,King of Hearts (1966),,115060
9,125119,Johnny Cool (1963),,115060
0,1213,Goodfellas (1990),,137954
1,2672,"Thirteenth Floor, The (1999)",,137954
2,2808,Universal Soldier (1992),,137954
3,3210,Fast Times at Ridgemont High (1982),,137954
4,6464,Good Burger (1997),,137954
5,7387,Dawn of the Dead (1978),,137954
6,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),,137954
7,131974,Welcome to 18 (1986),,137954
8,164230,Money Play$ (1998),,137954
0,4446,Final Fantasy: The Spirits Within (2001),,161610
1,6281,Phone Booth (2002),,161610
2,6726,"Song for Martin, A (Sång för Martin, En) (2001)",,161610
3,7450,Laws of Attraction (2004),,161610
4,27904,"Scanner Darkly, A (2006)",,161610
5,42015,Casanova (2005),,161610
6,50942,"Wake Up, Ron Burgundy (2004)",,161610
7,138632,Tokyo Tribe (2014),,161610
8,143365,The Circle (2016),2.0,161610
9,162414,Moonlight,,161610
0,6593,Freaky Friday (2003),,142741
1,8528,Dodgeball: A True Underdog Story (2004),,142741
2,37733,"History of Violence, A (2005)",,142741
3,46976,Stranger than Fiction (2006),,142741
4,51077,Ghost Rider (2007),,142741
5,80094,"Last Exorcism, The (2010)",,142741
6,88235,"Guard, The (2011)",,142741
7,94478,Dark Shadows (2012),,142741
8,95875,Total Recall (2012),,142741
9,107141,Saving Mr. Banks (2013),,142741
0,519,RoboCop 3 (1993),1.0,113754
1,768,Someone Else's America (1995),,113754
2,832,Ransom (1996),5.0,113754
3,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1.0,113754
4,1983,Halloween II (1981),,113754
5,2840,Stigmata (1999),1.0,113754
6,2841,Stir of Echoes (1999),3.5,113754
7,6796,Boyz N the Hood (1991),,113754
8,31389,Dr. Who and the Daleks (1965),,113754
9,34206,Crippled Masters (Tian can di que) (1979),,113754
0,1840,He Got Game (1998),,129015
1,2320,Apt Pupil (1998),,129015
2,5021,Murder by Death (1976),,129015
3,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),,129015
4,8126,Shock Corridor (1963),,129015
5,41165,In Her Defense,,129015
6,89114,"Last Frontier, The (1955)",,129015
7,101674,Horror of the Zombies (1974),,129015
8,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,129015
9,121417,Scorned (1994),,129015
0,2593,"Monster, The (Mostro, Il) (1994)",,157305
1,4999,Dodsworth (1936),,157305
2,6806,Time and Tide (Seunlau Ngaklau) (2000),,157305
3,8465,Johnny Eager (1942),,157305
4,25742,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921),,157305
5,96545,"Mikado, The (1939)",,157305
6,124352,I Was Monty's Double (1958),,157305
7,136966,Murder Without Motive: The Edmund Perry Story (1992),,157305
8,137078,Stranger in My House (1999),,157305
9,153891,Herbstmilch (1989),,157305
0,122,Boomerang (1992),,145844
1,2171,Next Stop Wonderland (1998),,145844
2,3584,Breathless (1983),,145844
3,4934,"Exterminator, The (1980)",,145844
4,27754,Foolproof (2003),,145844
5,78332,"Beautiful Person, The (La belle personne) (2008)",,145844
6,96610,Looper (2012),,145844
7,111113,Neighbors (2014),,145844
8,152061,Triple 9 (2016),,145844
9,157424,Because They're Young (1960),,145844
0,151,Rob Roy (1995),,142684
1,1487,Selena (1997),,142684
2,1958,Terms of Endearment (1983),,142684
3,2474,"Color of Money, The (1986)",3.5,142684
4,2672,"Thirteenth Floor, The (1999)",,142684
5,3526,Parenthood (1989),3.0,142684
6,3639,"Man with the Golden Gun, The (1974)",3.5,142684
7,4298,Rififi (Du rififi chez les hommes) (1955),,142684
8,4654,Road House (1989),,142684
9,6818,Come and See (Idi i smotri) (1985),,142684
0,1609,187 (One Eight Seven) (1997),,143007
1,6466,Mississippi Masala (1991),,143007
2,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",,143007
3,83538,"Léon Morin, Priest (Léon Morin, prêtre) (1961)",,143007
4,97184,588 Rue Paradis (Mother) (1992),,143007
5,112463,Black Gunn (1972),,143007
6,164230,Money Play$ (1998),,143007
0,4318,Postcards From the Edge (1990),,120567
1,4375,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)",,120567
2,6131,Some Kind of Hero (1982),,120567
3,6421,"Rare Breed, The (1966)",,120567
4,6667,Waco: The Rules of Engagement (1997),,120567
5,7251,Where the Day Takes You (1992),,120567
6,26399,Five Deadly Venoms (1978),,120567
7,52199,Damnation (Karhozat) (1987),,120567
8,69429,Home from the Hill (1960),,120567
0,2845,Whiteboyz (1999),,173343
1,4953,"People That Time Forgot, The (1977)",,173343
2,5713,The Boogens (1981),,173343
3,49717,Kuutamosonaatti,,173343
4,88235,"Guard, The (2011)",,173343
5,125970,Halloweentown (1998),,173343
6,140433,The Deerslayer (1957),,173343
7,140916,Malicious (1973),,173343
8,162846,The Invisible Maniac (1990),,173343
9,167942,Wheels of Fire (1985),,173343
0,1549,Rough Magic (1995),,149977
1,2171,Next Stop Wonderland (1998),,149977
2,4569,Best of the Best 2 (1993),,149977
3,4999,Dodsworth (1936),,149977
4,6131,Some Kind of Hero (1982),,149977
5,34464,Christmas in August (Palwolui Christmas) (1998),,149977
6,52199,Damnation (Karhozat) (1987),,149977
7,84094,Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971),,149977
8,86312,"Mouse on the Moon, The (1963)",,149977
0,2672,"Thirteenth Floor, The (1999)",,119756
1,3674,For the Love of Benji (1977),,119756
2,5407,"Bûche, La (1999)",,119756
3,6393,For Sale (À Vendre) (1998),,119756
4,7076,Bullitt (1968),,119756
5,26267,Get to Know Your Rabbit (1972),,119756
6,79213,Sade (2000),,119756
7,106672,Club Fed (1990),,119756
8,161948,Tibetana,,119756
0,19,Ace Ventura: When Nature Calls (1995),3.5,137459
1,344,Ace Ventura: Pet Detective (1994),3.5,137459
2,1059,William Shakespeare's Romeo + Juliet (1996),,137459
3,1101,Top Gun (1986),,137459
4,1248,Touch of Evil (1958),,137459
5,1653,Gattaca (1997),3.5,137459
6,2167,Blade (1998),,137459
7,2171,Next Stop Wonderland (1998),,137459
8,4934,"Exterminator, The (1980)",,137459
0,3546,What Ever Happened to Baby Jane? (1962),,141399
1,3584,Breathless (1983),,141399
2,4005,"Living Daylights, The (1987)",,141399
3,4499,Dirty Rotten Scoundrels (1988),,141399
4,7618,Chaplin (1992),,141399
5,8772,"Spy Who Came in from the Cold, The (1965)",,141399
6,31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),,141399
7,34464,Christmas in August (Palwolui Christmas) (1998),,141399
8,140799,Truck Turner (1974),,141399
0,1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",,206656
1,3103,Stanley & Iris (1990),,206656
2,4907,Across 110th Street (1972),,206656
3,6131,Some Kind of Hero (1982),,206656
4,7699,Who the Hell Is Juliette? (¿Quién diablos es Juliette?) (1997),,206656
5,34583,Prime Cut (1972),,206656
6,103380,A Coming-Out Party (1961),,206656
7,116461,How the Toys Saved Christmas (1996),,206656
8,130786,Rappin' (1985),,206656
9,152465,Vipers (2008),,206656
0,70,From Dusk Till Dawn (1996),,145675
1,1552,Con Air (1997),,145675
2,2167,Blade (1998),,145675
3,2890,Three Kings (1999),,145675
4,7022,Battle Royale (Batoru rowaiaru) (2000),,145675
5,7387,Dawn of the Dead (1978),,145675
6,8528,Dodgeball: A True Underdog Story (2004),,145675
7,8533,"Notebook, The (2004)",,145675
8,8984,Ocean's Twelve (2004),,145675
0,1840,He Got Game (1998),,123086
1,2320,Apt Pupil (1998),,123086
2,5404,84 Charing Cross Road (1987),,123086
3,8126,Shock Corridor (1963),,123086
4,8669,Stay Hungry (1976),,123086
5,72276,"Indian Tomb, The (Das indische Grabmal) (1959)",,123086
6,89114,"Last Frontier, The (1955)",,123086
7,124418,Lonesome Cowboys (1968),,123086
8,164230,Money Play$ (1998),,123086
9,169234,White Wolves - A Cry in the Wild II (1993),,123086
0,7450,Laws of Attraction (2004),,103506
1,59549,Shelter (2007),,103506
2,60887,Blindsight (2006),,103506
3,67799,The Butterfly Effect 3: Revelations (2009),,103506
4,72171,Black Dynamite (2009),,103506
5,80094,"Last Exorcism, The (2010)",,103506
6,83525,Outrage (Autoreiji) (2010),,103506
7,84525,Virus X (2010),,103506
8,114687,Unfair Competition (Concorrenza sleale) (2001),,103506
9,129773,Soulless (2012),,103506
0,364,"Lion King, The (1994)",,142734
1,541,Blade Runner (1982),,142734
2,589,Terminator 2: Judgment Day (1991),3.5,142734
3,916,Roman Holiday (1953),,142734
4,1193,One Flew Over the Cuckoo's Nest (1975),4.0,142734
5,1240,"Terminator, The (1984)",4.0,142734
6,1682,"Truman Show, The (1998)",4.5,142734
7,1722,Tomorrow Never Dies (1997),,142734
8,2701,Wild Wild West (1999),,142734
9,3584,Breathless (1983),,142734
0,2171,Next Stop Wonderland (1998),,106850
1,4574,Blind Fury (1989),,106850
2,5343,"Temp, The (1993)",,106850
3,6131,Some Kind of Hero (1982),,106850
4,31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),,106850
5,34464,Christmas in August (Palwolui Christmas) (1998),,106850
6,73148,Bridge of Dragons (1999),,106850
7,86312,"Mouse on the Moon, The (1963)",,106850
8,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,106850
9,159181,"Johnny Cash: The Man, His World, His Music (1969)",,106850
0,1840,He Got Game (1998),,143394
1,4999,Dodsworth (1936),4.0,143394
2,6417,Live Wire (1992),,143394
3,6497,Is Paris Burning? (Paris brûle-t-il?) (1966),,143394
4,25948,Yellow Sky (1948),,143394
5,34206,Crippled Masters (Tian can di que) (1979),,143394
6,84111,"Nun, The (La religieuse) (1966)",,143394
7,86312,"Mouse on the Moon, The (1963)",,143394
8,96775,"Perfect Murder, The (1988)",,143394
9,136966,Murder Without Motive: The Edmund Perry Story (1992),,143394
0,32029,Hostage (2005),,143473
1,60937,"Mummy: Tomb of the Dragon Emperor, The (2008)",,143473
2,74795,Green Zone (2010),,143473
3,80430,Palermo Shooting (2008),,143473
4,88235,"Guard, The (2011)",,143473
5,104337,Lee Daniels' The Butler (2013),,143473
6,117061,The Green (2011),,143473
7,128512,Paper Towns (2015),,143473
8,128838,Crimson Peak (2015),,143473
9,164695,Capsule (2015),,143473
0,2,Jumanji (1995),,141758
1,10,GoldenEye (1995),,141758
2,910,Some Like It Hot (1959),,141758
3,1213,Goodfellas (1990),,141758
4,1653,Gattaca (1997),,141758
5,2231,Rounders (1998),,141758
6,2273,Rush Hour (1998),,141758
7,2997,Being John Malkovich (1999),,141758
8,3948,Meet the Parents (2000),,141758
0,186,Nine Months (1995),,134221
1,514,"Ref, The (1994)",,134221
2,1674,Witness (1985),,134221
3,4318,Postcards From the Edge (1990),,134221
4,6242,Ringu (Ring) (1998),,134221
5,7251,Where the Day Takes You (1992),,134221
6,26399,Five Deadly Venoms (1978),,134221
7,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),,134221
8,31195,Pippi in the South Seas (Pippi Långstrump på de sju haven) (1970),,134221
9,159181,"Johnny Cash: The Man, His World, His Music (1969)",,134221
0,10,GoldenEye (1995),,137961
1,50,"Usual Suspects, The (1995)",,137961
2,1840,He Got Game (1998),,137961
3,2167,Blade (1998),,137961
4,2171,Next Stop Wonderland (1998),,137961
5,2971,All That Jazz (1979),,137961
6,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),,137961
7,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),,137961
8,70188,Wild River (1960),,137961
9,106924,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),,137961
0,4446,Final Fantasy: The Spirits Within (2001),,112343
1,6593,Freaky Friday (2003),,112343
2,8644,"I, Robot (2004)",,112343
3,42015,Casanova (2005),,112343
4,66330,Fireflies in the Garden (2008),,112343
5,113968,2081 (2009),,112343
6,115569,Nightcrawler (2014),,112343
7,140341,Lava (2015),,112343
8,161928,Symphony No. 42 (2014),,112343
9,169492,Tonight It's You (2016),,112343
0,1185,My Left Foot (1989),,142922
1,5407,"Bûche, La (1999)",,142922
2,6628,Hot Dog... The Movie (1984),,142922
3,6676,Incident at Oglala (1992),,142922
4,7400,Beyond the Stars (1989),,142922
5,8772,"Spy Who Came in from the Cold, The (1965)",,142922
6,34206,Crippled Masters (Tian can di que) (1979),,142922
7,78673,Children in the Wind (Kaze no naka no kodomo) (1937),,142922
8,79213,Sade (2000),,142922
9,114420,When Eight Bells Toll (1971),,142922
0,935,"Band Wagon, The (1953)",,144039
1,1376,Star Trek IV: The Voyage Home (1986),,144039
2,4093,Cop (1988),,144039
3,5645,Texasville (1990),,144039
4,8698,"Comfort of Strangers, The (1990)",,144039
5,34177,"Hindenburg, The (1975)",,144039
6,57499,Heaven and Earth (Ten to Chi to) (1990),,144039
7,79656,"Great Caruso, The (1951)",,144039
8,106672,Club Fed (1990),,144039
9,121447,The Bride (1985),,144039
0,10,GoldenEye (1995),,187384
1,2167,Blade (1998),,187384
2,5816,Harry Potter and the Chamber of Secrets (2002),,187384
3,8528,Dodgeball: A True Underdog Story (2004),,187384
4,8644,"I, Robot (2004)",,187384
5,40815,Harry Potter and the Goblet of Fire (2005),,187384
6,64716,Seven Pounds (2008),,187384
7,107406,Snowpiercer (2013),,187384
8,111364,Godzilla (2014),,187384
9,152081,Zootopia (2016),,187384
0,1840,He Got Game (1998),,146436
1,7450,Laws of Attraction (2004),,146436
2,8772,"Spy Who Came in from the Cold, The (1965)",,146436
3,26946,No Way Home (1996),,146436
4,50942,"Wake Up, Ron Burgundy (2004)",,146436
5,59549,Shelter (2007),,146436
6,84525,Virus X (2010),,146436
7,121417,Scorned (1994),,146436
8,135673,Macaroni (1985),,146436
0,3674,For the Love of Benji (1977),,200831
1,6628,Hot Dog... The Movie (1984),,200831
2,26267,Get to Know Your Rabbit (1972),,200831
3,34206,Crippled Masters (Tian can di que) (1979),,200831
4,79213,Sade (2000),,200831
5,106672,Club Fed (1990),,200831
6,118734,Zorro (1975),,200831
7,120879,Soap and Water (1983),,200831
0,72171,Black Dynamite (2009),,144031
1,72720,"Single Man, A (2009)",,144031
2,84738,Slaughter (2009),,144031
3,88235,"Guard, The (2011)",,144031
4,91094,"Muppets, The (2011)",,144031
5,131148,What A Man (2011),,144031
6,149344,Pete's Christmas (2013),,144031
7,154210,The chosen (2006),,144031
8,160128,Doomsdays (2013),,144031
9,169426,Indivisible (2016),,144031
0,10,GoldenEye (1995),,200957
1,50,"Usual Suspects, The (1995)",,200957
2,589,Terminator 2: Judgment Day (1991),,200957
3,1206,"Clockwork Orange, A (1971)",,200957
4,1207,To Kill a Mockingbird (1962),,200957
5,1544,"Lost World: Jurassic Park, The (1997)",,200957
6,2194,"Untouchables, The (1987)",4.5,200957
