,movieId,rating,title,userId
9,5021,,Murder by Death (1976),142291
0,122920,,Captain America: Civil War (2016),203512
1,103042,,Man of Steel (2013),203512
2,86332,,Thor (2011),203512
3,152081,,Zootopia (2016),203512
4,8961,4.5,"Incredibles, The (2004)",203512
5,45722,4.5,Pirates of the Caribbean: Dead Man's Chest (2006),203512
6,5618,,Spirited Away (Sen to Chihiro no kamikakushi) (2001),203512
7,78247,,"Drawn Together Movie: The Movie!, The (2010)",203512
8,97921,4.0,Silver Linings Playbook (2012),203512
9,2971,,All That Jazz (1979),203512
0,81834,,Harry Potter and the Deathly Hallows: Part 1 (2010),201166
1,103141,,Monsters University (2013),201166
2,122898,,Justice League (2017),201166
3,88235,,"Guard, The (2011)",201166
4,140174,,Room (2015),201166
5,47610,,"Illusionist, The (2006)",201166
6,54378,,Man's Job (Miehen työ) (2007),201166
7,27158,,"Life of Aleksis Kivi, The (Aleksis Kiven elämä) (2002)",201166
8,64622,,"Reader, The (2008)",201166
9,80094,,"Last Exorcism, The (2010)",201166
0,109569,,3 Days to Kill (2014),142293
1,8644,,"I, Robot (2004)",142293
2,5324,,Life or Something Like It (2002),142293
3,59118,,Happy-Go-Lucky (2008),142293
4,148956,,How to Be Single (2016),142293
5,5530,,Simone (S1m0ne) (2002),142293
6,82269,,Triple Agent (2004),142293
7,33903,,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",142293
8,33164,,House of Wax (2005),142293
9,94841,,Hick (2011),142293
0,1585,,Love Serenade (1996),142296
1,42956,,Sword of Gideon (1986),142296
2,5839,,My Father's Glory (La gloire de mon père) (1990),142296
3,33443,,"Red Squirrel, The (Ardilla roja, La) (1993)",142296
4,44825,,"Brotherhood of Justice, The (1986)",142296
5,128241,,The Borrowers (1973),142296
6,146523,,Santa Claws (1996),142296
7,69429,,Home from the Hill (1960),142296
8,26760,,Wild Hearts Can't Be Broken (1991),142296
9,4033,,Thirteen Days (2000),142296
0,31867,,Man of the House (2005),115231
1,116485,,The Skinny (2012),115231
2,49284,,10 Items or Less (2006),115231
3,129737,,Unfinished Business (2015),115231
4,71573,,Whiteout (2009),115231
5,147010,,Thou Gild'st the Even (2013),115231
6,142925,,A Christmas Horror Story (2015),115231
7,120857,,Bloodsuckers (2005),115231
8,80094,,"Last Exorcism, The (2010)",115231
9,162580,,Paradise (2015),115231
0,5872,,Die Another Day (2002),124003
1,47044,,Miami Vice (2006),124003
2,42738,,Underworld: Evolution (2006),124003
3,60514,,Journey to the Center of the Earth (2008),124003
4,6709,,Once Upon a Time in Mexico (2003),124003
5,6323,,Identity (2003),124003
6,80775,,Tamara Drewe (2010),124003
7,147010,,Thou Gild'st the Even (2013),124003
8,107771,,Only Lovers Left Alive (2013),124003
9,142925,,A Christmas Horror Story (2015),124003
0,114180,,"Maze Runner, The (2014)",149477
1,4776,,Training Day (2001),149477
2,6621,,"Backyard, The (2002)",149477
3,94101,,Crime After Crime (2011),149477
4,141950,,6 Years (2015),149477
5,113849,,Headshot (2011),149477
6,124781,,Marianne (2011),149477
7,167632,,"Raging Sun, Raging Sky (2009)",149477
8,70410,,"Killing Room, The (2009)",149477
9,100452,,"Devil's Tomb, The (2009)",149477
0,69278,,Land of the Lost (2009),177343
1,163384,,Ripoux 3 (2003),177343
2,47472,,We Jam Econo,177343
3,183037,,We Jam Econo: The Story of the Minutemen (2005),177343
4,162662,,Hockney (2014),177343
5,104361,,Ain't Them Bodies Saints (2013),177343
6,60475,,"Violin, El (2005)",177343
7,58879,,Shine a Light (2008),177343
8,109675,,"Pill, The (2011)",177343
9,84525,,Virus X (2010),177343
0,5463,,Reign of Fire (2002),149460
1,54001,,Harry Potter and the Order of the Phoenix (2007),149460
2,51939,,TMNT (Teenage Mutant Ninja Turtles) (2007),149460
3,30810,,"Life Aquatic with Steve Zissou, The (2004)",149460
4,55442,,Persepolis (2007),149460
5,5388,,Insomnia (2002),149460
6,149334,,Nocturnal Animals,149460
7,57534,,"Eye, The (2008)",149460
8,102880,,After Earth (2013),149460
9,115667,,"Love, Rosie (2014)",149460
0,122926,,Untitled Spider-Man Reboot (2017),141111
1,51662,,300 (2007),141111
2,103228,,Pacific Rim (2013),141111
3,91542,,Sherlock Holmes: A Game of Shadows (2011),141111
4,8622,,Fahrenheit 9/11 (2004),141111
5,54378,,Man's Job (Miehen työ) (2007),141111
6,46578,,Little Miss Sunshine (2006),141111
7,108014,,River Queen (2005),141111
8,80094,,"Last Exorcism, The (2010)",141111
9,115210,4.5,Fury (2014),141111
0,1566,4.5,Hercules (1997),148166
1,26776,,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),148166
2,1073,,Willy Wonka & the Chocolate Factory (1971),148166
3,109971,,Ocho apellidos vascos (2014),148166
4,2423,,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),148166
5,3409,4.5,Final Destination (2000),148166
6,53953,,1408 (2007),148166
7,2395,,Rushmore (1998),148166
8,2232,,Cube (1997),148166
9,1304,,Butch Cassidy and the Sundance Kid (1969),148166
0,1511,,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",104845
1,125067,,Waltz of the Toreadors (1962),104845
2,2008,,"This World, Then the Fireworks (1997)",104845
3,8772,,"Spy Who Came in from the Cold, The (1965)",104845
4,34464,,Christmas in August (Palwolui Christmas) (1998),104845
0,69278,,Land of the Lost (2009),122415
1,1019,,"20,000 Leagues Under the Sea (1954)",122415
2,3210,,Fast Times at Ridgemont High (1982),122415
3,8529,,"Terminal, The (2004)",122415
4,6249,,Boat Trip (2003),122415
5,71573,,Whiteout (2009),122415
6,162662,,Hockney (2014),122415
7,58879,,Shine a Light (2008),122415
8,54826,,Do You Like Hitchcock? (Ti piace Hitchcock?) (2005),122415
9,164179,4.0,Arrival (2016),122415
0,50821,,Billy the Kid vs. Dracula (1966),141031
1,117418,,Victor and the Secret of Crocodile Mansion (2012),141031
2,7011,,"Bullfighter, The (Matador) (1986)",141031
3,38849,,Dead & Breakfast (2004),141031
4,139124,,Microbe et Gasoil (2015),141031
5,167818,,Wizard Mode (2016),141031
6,84794,,What Is It? (2005),141031
7,5021,,Murder by Death (1976),141031
8,148725,,Psalm 21 (2009),141031
9,136966,,Murder Without Motive: The Edmund Perry Story (1992),141031
0,141808,,A Summer to Remember (1960),131267
1,7011,,"Bullfighter, The (Matador) (1986)",131267
2,3103,,Stanley & Iris (1990),131267
3,8772,,"Spy Who Came in from the Cold, The (1965)",131267
4,87094,,Dreams (Kvinnodröm) (1955),131267
5,32058,,Class Action (1991),131267
6,5960,,Bad Influence (1990),131267
7,42556,,7 Faces of Dr. Lao (1964),131267
8,92514,,Moon of the Wolf (1972),131267
9,69429,,Home from the Hill (1960),131267
0,51662,,300 (2007),142285
1,8644,,"I, Robot (2004)",142285
2,79702,,Scott Pilgrim vs. the World (2010),142285
3,6593,,Freaky Friday (2003),142285
4,106916,,American Hustle (2013),142285
5,119145,,Kingsman: The Secret Service (2015),142285
6,99007,,Warm Bodies (2013),142285
7,111622,,Begin Again (2013),142285
8,164179,,Arrival (2016),142285
0,5872,,Die Another Day (2002),133808
1,47044,,Miami Vice (2006),133808
2,45074,,"Wild, The (2006)",133808
3,8644,,"I, Robot (2004)",133808
4,157330,,Black & White: The Dawn of Assault (2012),133808
5,52724,,Lucky You (2007),133808
6,104361,,Ain't Them Bodies Saints (2013),133808
7,49926,,"Intruder, The (L'intrus) (2004)",133808
8,88593,,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",133808
9,153008,,Tango Charlie (2005),133808
0,69278,,Land of the Lost (2009),140434
1,61248,,Death Race (2008),140434
2,79702,,Scott Pilgrim vs. the World (2010),140434
3,163384,,Ripoux 3 (2003),140434
4,162662,,Hockney (2014),140434
5,99861,,Jesse Stone: Sea Change (2007),140434
6,104361,,Ain't Them Bodies Saints (2013),140434
7,58879,,Shine a Light (2008),140434
8,84525,,Virus X (2010),140434
9,93840,,"Cabin in the Woods, The (2012)",140434
0,47460,,Peking Opera Blues (Do ma daan) (1986),142240
1,98275,,"Octopus, The (Le poulpe) (1998)",142240
2,1585,,Love Serenade (1996),142240
3,1511,,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",142240
4,2008,,"This World, Then the Fireworks (1997)",142240
5,8772,,"Spy Who Came in from the Cold, The (1965)",142240
6,32058,,Class Action (1991),142240
7,895,,Venice/Venice (1992),142240
8,60880,,"Family Game, The (Kazoku gêmu) (1983)",142240
9,122,,Boomerang (1992),142240
0,96610,,Looper (2012),142284
1,6934,,"Matrix Revolutions, The (2003)",142284
2,6365,,"Matrix Reloaded, The (2003)",142284
3,56174,,I Am Legend (2007),142284
4,103335,,Despicable Me 2 (2013),142284
5,102123,,This Is the End (2013),142284
6,7147,,Big Fish (2003),142284
7,62374,,Body of Lies (2008),142284
8,64622,,"Reader, The (2008)",142284
9,45499,,X-Men: The Last Stand (2006),142284
0,114420,,When Eight Bells Toll (1971),116955
1,41400,,Motor Psycho,116955
2,164230,,Money Play$ (1998),116955
3,141808,,A Summer to Remember (1960),116955
4,8772,,"Spy Who Came in from the Cold, The (1965)",116955
5,5960,,Bad Influence (1990),116955
6,42556,,7 Faces of Dr. Lao (1964),116955
7,5111,,"Good Son, The (1993)",116955
0,33158,,xXx: State of the Union (2005),160321
1,55442,,Persepolis (2007),160321
2,60289,,Kit Kittredge: An American Girl (2008),160321
3,6628,,Hot Dog... The Movie (1984),160321
4,3674,,For the Love of Benji (1977),160321
5,79213,,Sade (2000),160321
6,54331,,You Kill Me (2007),160321
7,109452,,Omar (2013),160321
8,7449,,Godsend (2004),160321
9,141674,,Summertime (2015),160321
0,7076,,Bullitt (1968),146933
1,26794,,"Heroic Trio, The (Dung fong saam hap) (1993)",146933
2,141808,,A Summer to Remember (1960),146933
3,79213,,Sade (2000),146933
4,3103,,Stanley & Iris (1990),146933
5,87094,,Dreams (Kvinnodröm) (1955),146933
6,3958,,Billy Jack Goes to Washington (1977),146933
7,92514,,Moon of the Wolf (1972),146933
8,69429,,Home from the Hill (1960),146933
0,96610,,Looper (2012),135495
1,113968,,2081 (2009),135495
2,1073,,Willy Wonka & the Chocolate Factory (1971),135495
3,102123,,This Is the End (2013),135495
4,2423,,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),135495
5,3409,3.0,Final Destination (2000),135495
6,7147,4.5,Big Fish (2003),135495
7,2395,,Rushmore (1998),135495
8,2232,,Cube (1997),135495
9,1304,,Butch Cassidy and the Sundance Kid (1969),135495
0,8370,,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",139417
1,114180,,"Maze Runner, The (2014)",139417
2,61236,,Waltz with Bashir (Vals im Bashir) (2008),139417
3,4776,3.0,Training Day (2001),139417
4,142448,,Everest (2015),139417
5,1222,,Full Metal Jacket (1987),139417
6,1840,,He Got Game (1998),139417
7,2167,2.5,Blade (1998),139417
8,142488,,Spotlight (2015),139417
9,162580,,Paradise (2015),139417
0,77540,,Solomon Kane (2009),125283
1,162362,,Beta Test (2016),125283
2,40851,,Zathura (2005),125283
3,79796,,Centurion (2010),125283
4,46967,,Scoop (2006),125283
5,6593,,Freaky Friday (2003),125283
6,8014,,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",125283
7,67799,,The Butterfly Effect 3: Revelations (2009),125283
8,104361,,Ain't Them Bodies Saints (2013),125283
9,84525,,Virus X (2010),125283
0,5872,,Die Another Day (2002),202818
1,2916,,Total Recall (1990),202818
2,6323,,Identity (2003),202818
3,2008,,"This World, Then the Fireworks (1997)",202818
4,81591,,Black Swan (2010),202818
5,8772,,"Spy Who Came in from the Cold, The (1965)",202818
6,44397,,"Hills Have Eyes, The (2006)",202818
7,1391,,Mars Attacks! (1996),202818
8,162606,,The Accountant (2016),202818
0,87430,,Green Lantern (2011),141662
1,68791,,Terminator Salvation (2009),141662
2,8644,,"I, Robot (2004)",141662
3,69640,,Public Enemies (2009),141662
4,106916,,American Hustle (2013),141662
5,91542,,Sherlock Holmes: A Game of Shadows (2011),141662
6,142448,,Everest (2015),141662
7,4370,,A.I. Artificial Intelligence (2001),141662
8,54259,,Stardust (2007),141662
9,115210,,Fury (2014),141662
0,163194,,Davy Crockett and the River Pirates (1956),141039
1,5710,,Banana Joe (1981),141039
2,107730,,By the People: The Election of Barack Obama (2009),141039
3,33443,,"Red Squirrel, The (Ardilla roja, La) (1993)",141039
4,5828,,Blackrock (1997),141039
5,134073,,We'll Live Till Monday (1968),141039
6,44397,,"Hills Have Eyes, The (2006)",141039
7,31588,,Casque d'or (1952),141039
8,39941,,"Love on the Run (Amour en fuite, L') (1979)",141039
9,8608,,"Butcher, The (Boucher, Le) (1970)",141039
0,5040,,Conan the Destroyer (1984),125271
1,784,,"Cable Guy, The (1996)",125271
2,1511,,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",125271
3,54999,,Shoot 'Em Up (2007),125271
4,6131,,Some Kind of Hero (1982),125271
5,3556,,"Virgin Suicides, The (1999)",125271
6,1059,,William Shakespeare's Romeo + Juliet (1996),125271
7,100253,,Karlsson Brothers (Bröderna Karlsson) (2010),125271
8,52199,,Damnation (Karhozat) (1987),125271
9,68319,,X-Men Origins: Wolverine (2009),125271
0,73442,,Hidden Agenda (2001),195535
1,134853,,Inside Out (2015),195535
2,6156,,Shanghai Knights (2003),195535
3,139525,,Cartel Land (2015),195535
4,117334,,The New Girlfriend (2014),195535
5,169020,,In Dubious Battle (2017),195535
6,127116,,Experimenter (2015),195535
7,40964,,In the Mix (2005),195535
8,84525,,Virus X (2010),195535
9,2701,,Wild Wild West (1999),195535
0,72171,,Black Dynamite (2009),137675
1,8644,4.5,"I, Robot (2004)",137675
2,910,,Some Like It Hot (1959),137675
3,6593,3.0,Freaky Friday (2003),137675
4,6249,,Boat Trip (2003),137675
5,8622,,Fahrenheit 9/11 (2004),137675
6,51847,,Right at Your Door (2006),137675
7,54378,,Man's Job (Miehen työ) (2007),137675
8,80094,,"Last Exorcism, The (2010)",137675
9,152465,,Vipers (2008),137675
0,8503,,Ivanhoe (1952),123210
1,154126,,Culastrisce nobile veneziano (1976),123210
2,2008,,"This World, Then the Fireworks (1997)",123210
3,125321,,The Lickerish Quartet (1970),123210
4,8772,,"Spy Who Came in from the Cold, The (1965)",123210
5,6233,,Born Yesterday (1993),123210
6,91707,,In the Land of Blood and Honey (2011),123210
7,5021,,Murder by Death (1976),123210
8,68319,,X-Men Origins: Wolverine (2009),123210
9,136966,,Murder Without Motive: The Edmund Perry Story (1992),123210
0,5872,,Die Another Day (2002),142067
1,47044,,Miami Vice (2006),142067
2,73321,4.0,"Book of Eli, The (2010)",142067
3,59501,,"Chronicles of Narnia: Prince Caspian, The (2008)",142067
4,44397,,"Hills Have Eyes, The (2006)",142067
5,88129,4.0,Drive (2011),142067
6,62304,,"Tulse Luper Suitcases, Part 1: The Moab Story, The (2003)",142067
7,94478,,Dark Shadows (2012),142067
8,81847,4.0,Tangled (2010),142067
0,69278,,Land of the Lost (2009),111751
1,7076,,Bullitt (1968),111751
2,8644,,"I, Robot (2004)",111751
3,3674,,For the Love of Benji (1977),111751
4,79213,,Sade (2000),111751
5,104361,,Ain't Them Bodies Saints (2013),111751
6,3958,,Billy Jack Goes to Washington (1977),111751
7,104043,,Two Guys Talkin' About Girls (1995),111751
8,84525,,Virus X (2010),111751
9,161948,,Tibetana,111751
0,42015,,Casanova (2005),142276
1,81834,,Harry Potter and the Deathly Hallows: Part 1 (2010),142276
2,164765,,Love Finds You In Sugarcreek (2014),142276
3,79702,,Scott Pilgrim vs. the World (2010),142276
4,6593,,Freaky Friday (2003),142276
5,142448,,Everest (2015),142276
6,54378,,Man's Job (Miehen työ) (2007),142276
7,111622,,Begin Again (2013),142276
8,93840,,"Cabin in the Woods, The (2012)",142276
9,80094,,"Last Exorcism, The (2010)",142276
0,105364,,Something in the Air (Après Mai) (2012),142289
1,34511,,Man-Thing (2005),142289
2,8644,,"I, Robot (2004)",142289
3,27249,,"Trumpet of the Swan, The (2001)",142289
4,155595,,The Confirmation (2016),142289
5,70183,,"Ugly Truth, The (2009)",142289
6,67734,,Adventureland (2009),142289
7,127108,,Brooklyn (2015),142289
8,90746,,"Adventures of Tintin, The (2011)",142289
9,139667,,Nowhere to Hide (2009),142289
0,73017,,Sherlock Holmes (2009),142288
1,69278,,Land of the Lost (2009),142288
2,541,4.0,Blade Runner (1982),142288
3,68358,,Star Trek (2009),142288
4,8644,,"I, Robot (2004)",142288
5,61248,,Death Race (2008),142288
6,106916,,American Hustle (2013),142288
7,1222,4.0,Full Metal Jacket (1987),142288
8,104361,,Ain't Them Bodies Saints (2013),142288
9,84525,,Virus X (2010),142288
0,132991,,No Tears for the Dead (2014),143804
1,57757,,Meu Nome Não é Johnny,143804
2,154160,,Bodyguard (2011),143804
3,56060,,I Served the King of England (Obsluhoval jsem anglického krále) (2006),143804
4,99731,,Dabangg 2 (2012),143804
5,146916,,We Are Many (2014),143804
6,58303,,"Counterfeiters, The (Die Fälscher) (2007)",143804
7,65259,,Involuntary (De ofrivilliga) (2008),143804
8,27742,,Vampire Effect (The Twins Effect) (Chin gei bin) (2003),143804
9,4143,,Valentine (2001),143804
0,111844,,Bad Asses (Bad Ass 2) (2014),148757
1,143432,,Moscow Heat (2004),148757
2,161594,,Kingsglaive: Final Fantasy XV (2016),148757
3,152262,,Un plus une (2015),148757
4,48047,,La tour Montparnasse infernale,148757
5,96868,,Shut Up and Play the Hits (2012),148757
6,91970,,The Man Next Door (2009),148757
7,125906,,Ned Rifle (2014),148757
8,132036,,Copperhead (2013),148757
9,54270,,Skinwalkers (2007),148757
0,73017,,Sherlock Holmes (2009),142278
1,56174,,I Am Legend (2007),142278
2,117529,,Jurassic World (2015),142278
3,122926,,Untitled Spider-Man Reboot (2017),142278
4,8961,,"Incredibles, The (2004)",142278
5,5816,,Harry Potter and the Chamber of Secrets (2002),142278
6,44199,,Inside Man (2006),142278
7,46578,,Little Miss Sunshine (2006),142278
8,94864,,Prometheus (2012),142278
9,4848,,Mulholland Drive (2001),142278
0,2542,,"Lock, Stock & Two Smoking Barrels (1998)",142277
1,296,,Pulp Fiction (1994),142277
2,4954,,Ocean's Eleven (a.k.a. Ocean's 11) (1960),142277
3,1399,,Marvin's Room (1996),142277
4,1213,,Goodfellas (1990),142277
5,111,,Taxi Driver (1976),142277
6,4135,,"Monster Squad, The (1987)",142277
7,61931,,Private Parts (1972),142277
0,69278,,Land of the Lost (2009),130239
1,98243,,Rise of the Guardians (2012),130239
2,8644,4.0,"I, Robot (2004)",130239
3,87222,3.5,Kung Fu Panda 2 (2011),130239
4,7161,,Cheaper by the Dozen (2003),130239
5,157296,,Finding Dory (2016),130239
6,69306,,"Taking of Pelham 1 2 3, The (2009)",130239
7,169260,,Germany: A Summer's Fairytale (2006),130239
8,103249,,World War Z (2013),130239
9,44397,,"Hills Have Eyes, The (2006)",130239
0,120799,,Terminator Genisys (2015),141915
1,56174,,I Am Legend (2007),141915
2,111659,,Maleficent (2014),141915
3,57669,,In Bruges (2008),141915
4,1206,,"Clockwork Orange, A (1971)",141915
5,1203,,12 Angry Men (1957),141915
6,67734,,Adventureland (2009),141915
7,46578,,Little Miss Sunshine (2006),141915
8,94864,,Prometheus (2012),141915
9,4848,,Mulholland Drive (2001),141915
0,56174,,I Am Legend (2007),116730
1,111364,3.0,Godzilla (2014),116730
2,84374,,No Strings Attached (2011),116730
3,64030,,Transporter 3 (2008),116730
4,53953,,1408 (2007),116730
5,127108,,Brooklyn (2015),116730
6,90746,,"Adventures of Tintin, The (2011)",116730
7,65045,,Alien Raiders (2008),116730
8,64622,,"Reader, The (2008)",116730
0,96610,3.0,Looper (2012),142160
1,56174,,I Am Legend (2007),142160
2,152081,3.0,Zootopia (2016),142160
3,51077,,Ghost Rider (2007),142160
4,111364,,Godzilla (2014),142160
5,30793,2.0,Charlie and the Chocolate Factory (2005),142160
6,97306,,Seven Psychopaths (2012),142160
7,2971,,All That Jazz (1979),142160
8,56941,,P.S. I Love You (2007),142160
0,86244,,Easy Money (Snabba Cash) (2010),192976
1,108188,,Jack Ryan: Shadow Recruit (2014),192976
2,152081,,Zootopia (2016),192976
3,5388,,Insomnia (2002),192976
4,146916,,We Are Many (2014),192976
5,64983,,Valkyrie (2008),192976
6,53953,,1408 (2007),192976
7,149334,,Nocturnal Animals,192976
8,138774,,Raising Jeffrey Dahmer (2006),192976
9,76189,,Growth (2009),192976
0,2170,,Wrongfully Accused (1998),103345
1,119037,,Little Italy (1978),103345
2,152105,,Dad's Army (1971),103345
3,1248,,Touch of Evil (1958),103345
4,106924,,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),103345
5,39818,,"Swindle, The (Bidone, Il) (1955)",103345
6,8772,,"Spy Who Came in from the Cold, The (1965)",103345
7,34464,,Christmas in August (Palwolui Christmas) (1998),103345
8,5021,,Murder by Death (1976),103345
9,5343,,"Temp, The (1993)",103345
0,1019,,"20,000 Leagues Under the Sea (1954)",145943
1,61248,,Death Race (2008),145943
2,143651,,Rossini (1997),145943
3,106924,,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),145943
4,1186,,"Sex, Lies, and Videotape (1989)",145943
5,139229,,Summer City (1977),145943
6,34464,,Christmas in August (Palwolui Christmas) (1998),145943
7,87618,,"Mattei Affair, The (Il caso Mattei) (1972)",145943
8,136968,,Mutator (1989),145943
9,1609,,187 (One Eight Seven) (1997),145943
0,50821,,Billy the Kid vs. Dracula (1966),139209
1,1019,,"20,000 Leagues Under the Sea (1954)",139209
2,2008,,"This World, Then the Fireworks (1997)",139209
3,106924,,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),139209
4,39818,,"Swindle, The (Bidone, Il) (1955)",139209
5,1840,,He Got Game (1998),139209
0,73017,,Sherlock Holmes (2009),134877
1,68358,,Star Trek (2009),134877
2,111364,,Godzilla (2014),134877
3,8644,,"I, Robot (2004)",134877
4,78469,,"A-Team, The (2010)",134877
5,6711,,Lost in Translation (2003),134877
6,79702,,Scott Pilgrim vs. the World (2010),134877
7,106916,,American Hustle (2013),134877
8,94864,,Prometheus (2012),134877
9,93840,,"Cabin in the Woods, The (2012)",134877
0,61248,,Death Race (2008),189332
1,117418,,Victor and the Secret of Crocodile Mansion (2012),189332
2,134853,,Inside Out (2015),189332
3,84794,,What Is It? (2005),189332
4,104361,,Ain't Them Bodies Saints (2013),189332
5,34148,,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",189332
6,104303,,Jobs (2013),189332
7,76189,,Growth (2009),189332
8,68319,,X-Men Origins: Wolverine (2009),189332
9,84392,,"Lincoln Lawyer, The (2011)",189332
0,42015,,Casanova (2005),142280
1,6709,,Once Upon a Time in Mexico (2003),142280
2,4446,,Final Fantasy: The Spirits Within (2001),142280
3,6711,,Lost in Translation (2003),142280
4,6593,,Freaky Friday (2003),142280
5,6881,,Pieces of April (2003),142280
6,40815,,Harry Potter and the Goblet of Fire (2005),142280
7,99007,,Warm Bodies (2013),142280
8,111622,,Begin Again (2013),142280
9,6281,,Phone Booth (2002),142280
0,122855,,Colpo in canna (1975),143763
1,157997,,Tintin and the Lake of Sharks (1972),143763
2,131144,,Werner - Das muss kesseln!!! (1996),143763
3,146878,,Le Grand Restaurant (1966),143763
4,122819,,"If It's Tuesday, This Must Be Belgium (1969)",143763
5,51535,,Body Count (1998),143763
6,123951,,Power Play (1978),143763
7,163178,,Timbuktu (1959),143763
8,145438,,The Return of Halleluja (1972),143763
9,122825,,Starlift (1951),143763
0,104243,,Riddick (2013),169372
1,136580,,The Prodigies (2011),169372
2,101534,,For the Love of a Dog (2008),169372
3,78247,,"Drawn Together Movie: The Movie!, The (2010)",169372
4,110380,,Nitro Circus: The Movie (2012),169372
5,105663,,Family Affair (2010) ,169372
6,1399,,Marvin's Room (1996),169372
7,164163,,Twitches (2005),169372
8,65045,,Alien Raiders (2008),169372
9,89753,,Tinker Tailor Soldier Spy (2011),169372
0,69278,,Land of the Lost (2009),113456
1,141808,,A Summer to Remember (1960),113456
2,163631,,Last Summer (2013),113456
3,169388,,Missing (2007),113456
4,92514,,Moon of the Wolf (1972),113456
5,136305,,Sharknado 3: Oh Hell No! (2015),113456
6,69429,,Home from the Hill (1960),113456
7,81164,,"Hole, The (2009)",113456
8,79996,,Giallo (2009),113456
9,162580,,Paradise (2015),113456
0,4907,,Across 110th Street (1972),120798
1,121549,,Super Stooges vs the Wonder Women (1974),120798
2,110372,,"Boeing, Boeing (1965)",120798
3,5124,,Town Without Pity (1961),120798
4,26317,,Emmanuelle (1974),120798
5,125375,,Three Violent People (1957),120798
6,1323,,Amityville 3-D (1983),120798
7,328,,Tales from the Crypt Presents: Demon Knight (1995),120798
8,147855,,Poppies Are Also Flowers (1966),120798
9,26010,,Carousel (1956),120798
0,120799,,Terminator Genisys (2015),205478
1,162350,,The Magnificent Seven (2016),205478
2,101112,,Oz the Great and Powerful (2013),205478
3,107406,,Snowpiercer (2013),205478
4,4874,,K-PAX (2001),205478
5,4848,,Mulholland Drive (2001),205478
6,130490,,Insurgent (2015),205478
7,89753,,Tinker Tailor Soldier Spy (2011),205478
8,60037,,"Happening, The (2008)",205478
9,70336,,G.I. Joe: The Rise of Cobra (2009),205478
0,114420,,When Eight Bells Toll (1971),142179
1,232,,Eat Drink Man Woman (Yin shi nan nu) (1994),142179
2,36529,,Lord of War (2005),142179
3,80430,,Palermo Shooting (2008),142179
4,173109,,The Touch of Satan (1971),142179
5,81847,,Tangled (2010),142179
6,52009,,"Spider's Stratagem, The (Strategia del ragno) (1970)",142179
7,916,,Roman Holiday (1953),142179
8,8665,5.0,"Bourne Supremacy, The (2004)",142179
9,2701,,Wild Wild West (1999),142179
0,164981,,Allied (2016),132989
1,4643,,Planet of the Apes (2001),132989
2,8644,,"I, Robot (2004)",132989
3,41573,,"Family Stone, The (2005)",132989
4,106916,2.5,American Hustle (2013),132989
5,70159,,Orphan (2009),132989
6,2167,,Blade (1998),132989
7,4148,,Hannibal (2001),132989
0,137062,,Naruto Shippuden the Movie: Road to Ninja (2012),137881
1,8633,,"Last Starfighter, The (1984)",137881
2,6621,,"Backyard, The (2002)",137881
3,7486,,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),137881
4,142993,,The Club (2015),137881
5,141950,,6 Years (2015),137881
6,139433,,Back from Hell (2012),137881
7,153012,,Aashiq Banaya Aapne (2005),137881
8,1037,,"Lawnmower Man, The (1992)",137881
9,100452,,"Devil's Tomb, The (2009)",137881
0,69278,,Land of the Lost (2009),143152
1,47472,,We Jam Econo,143152
2,183037,,We Jam Econo: The Story of the Minutemen (2005),143152
3,162662,,Hockney (2014),143152
4,99861,,Jesse Stone: Sea Change (2007),143152
5,67799,,The Butterfly Effect 3: Revelations (2009),143152
6,104361,,Ain't Them Bodies Saints (2013),143152
7,58879,,Shine a Light (2008),143152
8,109675,,"Pill, The (2011)",143152
9,84525,,Virus X (2010),143152
0,111844,,Bad Asses (Bad Ass 2) (2014),129284
1,8860,,Cellular (2004),129284
2,106599,,Breakout (2013),129284
3,8644,,"I, Robot (2004)",129284
4,49284,,10 Items or Less (2006),129284
5,159622,,8213: Gacy House (2010),129284
6,104361,,Ain't Them Bodies Saints (2013),129284
7,44397,,"Hills Have Eyes, The (2006)",129284
8,100452,,"Devil's Tomb, The (2009)",129284
0,34048,,War of the Worlds (2005),142246
1,152081,,Zootopia (2016),142246
2,111364,,Godzilla (2014),142246
3,1566,,Hercules (1997),142246
4,7147,5.0,Big Fish (2003),142246
5,115713,,Ex Machina (2015),142246
